SDSS_Obj,_RAJ2000,_DEJ2000
J075316.60+292404.95,118.3191667,29.401375
J075318.07+445157.57,118.3252917,44.8659917
J075318.08+282542.85,118.3253333,28.4285694
J075331.68+384359.87,118.382,38.7332972
J075334.48+440543.45,118.3936667,44.0954028
J075335.11+262744.42,118.3962917,26.4623389
J075336.06+250206.80,118.40025,25.0352222
J075401.18+292514.52,118.5049167,29.4207
J075401.95+385613.27,118.508125,38.9370194
J075408.57+291552.23,118.5357083,29.2645083
J075412.44+363923.69,118.5518333,36.6565806
J075414.75+375044.80,118.5614583,37.8457778
J075416.45+200136.29,118.5685417,20.0267472
J075416.89+400728.89,118.570375,40.1246917
J075420.60+255133.24,118.5858333,25.8592333
J075423.69+384013.99,118.5987083,38.6705528
J075432.99+294239.00,118.6374583,29.7108333
J075435.75+440906.54,118.6489583,44.1518167
J075445.50+461312.95,118.6895833,46.2202639
J075449.01+454255.23,118.7042083,45.7153417
J075451.19+431057.53,118.7132917,43.1826472
J075451.52+454218.30,118.7146667,45.7050833
J075451.87+454921.03,118.716125,45.8225083
J075504.63+494123.76,118.7692917,49.6899333
J075505.85+324343.16,118.774375,32.7286556
J075514.28+332111.56,118.8095,33.3532111
J075523.19+264428.43,118.846625,26.7412306
J075524.67+265910.73,118.8527917,26.9863139
J075529.39+284628.82,118.8724583,28.7746722
J075538.62+212553.21,118.9109167,21.4314472
J075544.37+411214.15,118.934875,41.2039306
J075546.73+465456.56,118.9447083,46.9157111
J075546.81+450651.06,118.9450417,45.1141833
J075605.53+334440.32,119.0230417,33.7445333
J075606.64+204544.26,119.0276667,20.7622944
J075610.87+301245.91,119.0452917,30.2127528
J075616.73+265309.98,119.0697083,26.8861056
J075625.12+292809.02,119.1046667,29.4691722
J075628.20+344508.99,119.1175,34.7524972
J075629.97+300621.91,119.124875,30.1060861
J075630.40+410210.40,119.1266667,41.0362222
J075634.20+301032.46,119.1425,30.1756833
J075635.18+453305.82,119.1465833,45.5516167
J075637.76+451209.82,119.1573333,45.2027278
J075638.85+440741.07,119.161875,44.128075
J075639.82+440603.60,119.1659167,44.101
J075642.89+410013.58,119.1787083,41.0037722
J075644.27+455236.94,119.1844583,45.8769278
J075646.59+315545.16,119.194125,31.9292111
J075649.51+195349.88,119.2062917,19.8971889
J075649.85+344952.57,119.2077083,34.8312694
J075652.81+291942.25,119.2200417,29.3284028
J075703.91+330459.82,119.2662917,33.0832833
J075708.10+230934.26,119.28375,23.1595167
J075715.45+272945.65,119.314375,27.4960139
J075717.29+495516.97,119.3220417,49.9213806
J075719.78+411031.04,119.3324167,41.1752889
J075726.73+232830.42,119.361375,23.4751167
J075737.40+251316.06,119.4058333,25.2211278
J075748.43+475222.32,119.4517917,47.8728667
J075756.48+250939.10,119.4853333,25.1608611
J075759.70+410608.23,119.49875,41.1022861
J075759.95+263008.75,119.4997917,26.5024306
J075804.94+263414.35,119.5205833,26.5706528
J075811.10+342029.20,119.54625,34.3414444
J075812.79+383207.09,119.5532917,38.5353028
J075816.59+395000.30,119.569125,39.8334167
J075817.86+270323.86,119.5744167,27.0566278
J075825.73+284213.18,119.6072083,28.7036611
J075828.10+374711.78,119.6170833,37.7866056
J075842.20+232127.25,119.6758333,23.3575694
J075843.14+304625.57,119.67975,30.7737694
J075843.38+325141.65,119.68075,32.8615694
J075902.85+240938.23,119.761875,24.1606194
J075906.82+252033.38,119.7784167,25.3426056
J075910.23+260511.95,119.792625,26.0866528
J075913.04+325452.80,119.8043333,32.9146667
J075917.19+242707.36,119.821625,24.4520444
J075917.39+420030.68,119.8224583,42.0085222
J075917.87+270440.31,119.8244583,27.0778639
J075920.35+420325.44,119.8347917,42.0570667
J075926.12+325808.48,119.8588333,32.9690222
J075928.51+265322.61,119.8687917,26.8896139
J075929.71+270135.19,119.8737917,27.0264417
J075935.76+441824.23,119.899,44.3067306
J075943.62+251445.13,119.93175,25.2458694
J075944.67+452157.93,119.936125,45.3660917
J075946.49+421526.74,119.9437083,42.2574278
J075947.02+353111.78,119.9459167,35.5199389
J075947.27+252125.07,119.9469583,25.3569639
J075949.27+285547.08,119.9552917,28.9297444
J075953.80+331725.87,119.9741667,33.2905194
J075954.43+472447.49,119.9767917,47.4131917
J075956.58+322319.77,119.98575,32.388825
J075959.04+274540.29,119.996,27.7611917
J080003.76+385927.42,120.0156667,38.99095
J080004.48+253953.42,120.0186667,25.6648389
J080005.94+364426.02,120.02475,36.7405611
J080007.69+300916.74,120.0320417,30.15465
J080012.63+342428.56,120.052625,34.4079333
J080015.60+451358.56,120.065,45.2329333
J080024.03+304038.04,120.100125,30.6772333
J080024.60+252119.72,120.1025,25.3554778
J080028.52+210810.50,120.1188333,21.13625
J080033.15+395024.05,120.138125,39.8400139
J080040.15+282835.29,120.1672917,28.4764694
J080040.82+395213.79,120.1700833,39.8704972
J080042.42+400138.32,120.17675,40.0273111
J080044.36+371222.83,120.1848333,37.2063417
J080047.66+374343.40,120.1985833,37.7287222
J080047.69+300626.47,120.1987083,30.1073528
J080047.80+464125.93,120.1991667,46.6905361
J080050.15+225405.15,120.2089583,22.9014306
J080053.20+280749.40,120.2216667,28.1303889
J080100.68+420619.11,120.2528333,42.1053083
J080110.94+302446.82,120.2955833,30.4130056
J080114.79+261959.41,120.311625,26.3331694
J080115.64+325056.08,120.3151667,32.8489111
J080119.53+291045.76,120.331375,29.1793778
J080121.43+261605.21,120.3392917,26.2681139
J080123.71+325301.67,120.3487917,32.8837972
J080126.43+441137.00,120.360125,44.1936111
J080132.31+420008.36,120.384625,42.0023222
J080136.68+415927.24,120.4028333,41.9909
J080137.47+272133.45,120.406125,27.3592917
J080142.31+293911.87,120.4262917,29.6532972
J080142.45+251424.89,120.426875,25.2402472
J080147.42+361333.72,120.4475833,36.2260333
J080151.81+331943.96,120.465875,33.3288778
J080155.75+291611.24,120.4822917,29.2697889
J080157.51+330952.28,120.489625,33.1645222
J080158.11+310938.80,120.492125,31.1607778
J080204.63+265937.27,120.5192917,26.9936861
J080209.17+444222.57,120.5382083,44.7062694
J080212.07+321854.21,120.5502917,32.3150583
J080212.23+385654.79,120.5509583,38.9485528
J080217.05+402526.11,120.5710417,40.4239194
J080218.60+284648.28,120.5775,28.7800778
J080223.64+311115.84,120.5985,31.1877333
J080235.69+225312.60,120.6487083,22.8868333
J080239.02+344635.21,120.6625833,34.7764472
J080240.65+343117.24,120.669375,34.5214556
J080242.85+404043.04,120.6785417,40.6786222
J080243.40+310403.35,120.6808333,31.0675972
J080248.16+450204.35,120.7006667,45.0345417
J080249.15+402726.56,120.7047917,40.4573778
J080250.76+354624.75,120.7115,35.7735417
J080252.92+255255.62,120.7205,25.8821167
J080300.52+402459.19,120.7521667,40.4164417
J080300.89+350932.84,120.7537083,35.1591222
J080303.25+211412.68,120.7635417,21.2368556
J080303.45+274438.31,120.764375,27.743975
J080303.62+301224.76,120.7650833,30.2068778
J080305.08+372541.06,120.7711667,37.4280722
J080306.72+370124.82,120.778,37.0235611
J080313.24+330756.47,120.8051667,33.1323528
J080316.52+244036.37,120.8188333,24.6767694
J080320.12+254841.08,120.8338333,25.8114111
J080321.45+350803.30,120.839375,35.13425
J080323.09+453151.91,120.8462083,45.5310861
J080324.06+415453.40,120.85025,41.9148333
J080328.06+250609.60,120.8669167,25.1026667
J080328.94+332744.61,120.8705833,33.4623917
J080337.32+392633.12,120.9055,39.4425333
J080338.03+432034.97,120.9084583,43.3430472
J080342.42+262719.53,120.92675,26.455425
J080344.50+352034.25,120.9354167,35.3428472
J080349.74+263045.77,120.95725,26.5127139
J080352.84+215916.53,120.9701667,21.987925
J080358.17+453033.70,120.992375,45.5093611
J080407.37+353640.25,121.0307083,35.6111806
J080411.00+345122.82,121.0458333,34.8563389
J080412.67+395742.59,121.0527917,39.9618306
J080418.31+401144.61,121.0762917,40.195725
J080419.30+330842.70,121.0804167,33.1451944
J080424.96+293023.91,121.104,29.5066417
J080435.50+504230.99,121.1479167,50.7086083
J080441.36+504306.81,121.1723333,50.7185583
J080442.65+352401.94,121.1777083,35.4005389
J080451.19+355043.33,121.2132917,35.8453694
J080459.70+340058.63,121.24875,34.0162861
J080504.19+294321.72,121.2674583,29.7227
J080505.40+250345.41,121.2725,25.0626139
J080507.94+372702.17,121.2830833,37.4506028
J080508.91+403529.62,121.287125,40.5915611
J080512.61+510221.98,121.3025417,51.0394389
J080513.86+461953.97,121.30775,46.3316583
J080514.76+372821.20,121.3115,37.4725556
J080516.96+442402.26,121.3206667,44.4006278
J080517.60+382753.13,121.3233333,38.4647583
J080525.15+235133.99,121.3547917,23.8594417
J080537.25+065429.61,121.4052083,6.908225
J080537.56+362353.75,121.4065,36.3982639
J080550.30+372736.18,121.4595833,37.46005
J080557.51+302218.55,121.489625,30.3718194
J080601.40+395752.70,121.5058333,39.9646389
J080603.54+455052.13,121.51475,45.8478139
J080607.10+392032.75,121.5295833,39.3424306
J080612.14+355347.12,121.5505833,35.8964222
J080626.75+385626.52,121.6114583,38.9407
J080627.40+505717.51,121.6141667,50.9548639
J080630.18+265356.11,121.62575,26.8989194
J080653.23+520113.95,121.7217917,52.0205417
J080653.92+225030.95,121.7246667,22.8419306
J080658.75+463346.79,121.7447917,46.5629972
J080701.66+454229.37,121.7569167,45.7081583
J080707.18+361400.53,121.7799167,36.2334806
J080710.28+242321.26,121.7928333,24.3892389
J080712.41+395150.20,121.8017083,39.8639444
J080720.19+283820.13,121.834125,28.638925
J080720.25+510753.99,121.834375,51.1316639
J080724.81+065147.52,121.853375,6.8632
J080724.82+391140.09,121.8534167,39.1944694
J080726.40+390058.31,121.86,39.0161972
J080727.58+250802.47,121.8649167,25.1340194
J080731.98+053203.16,121.88325,5.5342111
J080739.71+052450.50,121.9154583,5.4140278
J080751.51+455505.54,121.964625,45.9182056
J080757.63+453814.34,121.990125,45.6373167
J080758.10+051223.98,121.9920833,5.2066611
J080806.66+345557.91,122.02775,34.9327528
J080809.58+390926.72,122.0399167,39.1574222
J080810.42+374546.52,122.0434167,37.7629222
J080816.43+051258.02,122.0684583,5.2161167
J080816.95+252532.89,122.070625,25.4258028
J080826.08+385351.52,122.1086667,38.8976444
J080833.77+385453.39,122.1407083,38.9148306
J080841.68+064543.38,122.1736667,6.76205
J080846.82+280444.35,122.1950833,28.0789861
J080856.13+385309.17,122.233875,38.8858806
J080859.38+364115.00,122.2474167,36.6875
J080901.50+445206.78,122.25625,44.86855
J080902.78+063734.37,122.2615833,6.6262139
J080902.81+501043.56,122.2617083,50.1787667
J080906.64+453315.53,122.2776667,45.5543139
J080912.77+380103.75,122.3032083,38.0177083
J080919.74+385839.75,122.33225,38.9777083
J080920.10+280044.71,122.33375,28.0124194
J080921.25+063208.65,122.3385417,6.5357361
J080923.72+452921.44,122.3488333,45.4892889
J080945.53+255249.15,122.4397083,25.8803194
J080952.54+051645.77,122.4689167,5.2793806
J080955.31+402803.81,122.4804583,40.467725
J080959.95+400611.46,122.4997917,40.1031833
J081002.46+504315.31,122.51025,50.7209194
J081002.49+225141.65,122.510375,22.8615694
J081006.06+245519.53,122.52525,24.9220917
J081006.57+380101.52,122.527375,38.0170889
J081008.51+351630.96,122.5354583,35.2752667
J081010.73+245231.94,122.5447083,24.8755389
J081011.23+245335.08,122.5467917,24.8930778
J081015.54+335734.38,122.56475,33.95955
J081016.16+274618.21,122.5673333,27.771725
J081017.93+422419.79,122.5747083,42.4054972
J081019.35+413422.55,122.580625,41.5729306
J081021.41+250720.24,122.5892083,25.1222889
J081023.27+421625.87,122.5969583,42.2738528
J081027.81+415658.88,122.615875,41.9496889
J081034.09+052308.80,122.6420417,5.3857778
J081043.00+463254.00,122.6791667,46.5483333
J081044.05+072822.21,122.6835417,7.4728361
J081047.33+512513.98,122.6972083,51.42055
J081047.78+465444.29,122.6990833,46.9123028
J081104.30+355908.35,122.7679167,35.9856528
J081104.76+061754.96,122.7698333,6.2986
J081115.91+251045.32,122.8162917,25.1792556
J081117.51+293032.12,122.8229583,29.5089222
J081120.85+454336.36,122.836875,45.7267667
J081123.29+460751.90,122.8470417,46.1310833
J081127.74+473828.75,122.8655833,47.6413194
J081137.78+273217.57,122.9074167,27.5382139
J081200.34+292345.82,123.0014167,29.3960611
J081200.74+390045.13,123.0030833,39.0125361
J081203.95+052830.25,123.0164583,5.4750694
J081206.72+312231.71,123.028,31.375475
J081206.72+332327.21,123.028,33.3908917
J081213.40+261602.75,123.0558333,26.2674306
J081214.83+350925.40,123.0617917,35.1570556
J081223.21+282423.91,123.0967083,28.4066417
J081225.46+374348.72,123.1060833,37.7302
J081227.29+383713.71,123.1137083,38.620475
J081246.04+392123.56,123.1918333,39.3565444
J081246.44+262142.37,123.1935,26.3617694
J081248.26+273159.27,123.2010833,27.5331306
J081316.94+223853.87,123.3205833,22.6482972
J081335.77+455141.92,123.3990417,45.8616444
J081341.02+455937.48,123.4209167,45.9937444
J081351.62+352934.48,123.4650833,35.4929111
J081402.92+481059.31,123.5121667,48.1831417
J081403.67+032256.58,123.5152917,3.3823833
J081422.02+391504.84,123.59175,39.2513444
J081430.02+430836.36,123.6250833,43.1434333
J081433.19+040059.79,123.6382917,4.0166083
J081435.51+383301.26,123.6479583,38.55035
J081436.93+065932.96,123.653875,6.9924889
J081438.88+442340.72,123.662,44.3946444
J081453.22+454731.22,123.72175,45.7920056
J081523.39+284407.25,123.8474583,28.7353472
J081529.48+294918.15,123.8728333,29.8217083
J081529.69+253313.65,123.8737083,25.5537917
J081535.84+454303.42,123.8993333,45.7176167
J081536.87+405014.66,123.903625,40.8374056
J081541.97+462659.61,123.924875,46.4498917
J081550.46+474839.86,123.96025,47.8110722
J081550.58+453914.68,123.96075,45.6540778
J081556.60+435137.71,123.9858333,43.860475
J081602.16+283729.01,124.009,28.624725
J081616.93+255827.91,124.0705417,25.9744194
J081622.21+260241.18,124.0925417,26.0447722
J081625.12+435818.65,124.1046667,43.9718472
J081625.36+255928.88,124.1056667,25.9913556
J081628.27+234838.95,124.1177917,23.8108194
J081628.94+453815.93,124.1205833,45.6377583
J081641.50+470649.82,124.1729167,47.1138389
J081644.86+273530.76,124.1869167,27.5918778
J081645.50+244648.81,124.1895833,24.780225
J081652.80+414354.61,124.22,41.7318361
J081653.62+451337.45,124.2234167,45.2270694
J081659.13+273740.19,124.246375,27.6278306
J081659.98+383415.40,124.2499167,38.5709444
J081705.12+510757.16,124.2713333,51.1325444
J081709.01+255520.57,124.2875417,25.9223806
J081725.68+453452.32,124.357,45.5812
J081732.46+282127.77,124.38525,28.3577139
J081747.51+232835.42,124.4479583,23.4765056
J081749.38+384743.24,124.45575,38.7953444
J081753.89+032235.64,124.4745417,3.3765667
J081756.27+470719.58,124.4844583,47.1221056
J081758.83+300455.73,124.495125,30.0821472
J081759.79+463414.74,124.499125,46.5707611
J081806.88+372317.57,124.5286667,37.3882139
J081812.82+413102.82,124.5534167,41.51745
J081818.32+403835.17,124.5763333,40.6431028
J081834.95+503843.89,124.645625,50.645525
J081847.10+404948.64,124.69625,40.8301778
J081902.48+033802.87,124.7603333,3.6341306
J081915.52+244733.53,124.8146667,24.7926472
J081921.89+350250.04,124.8412083,35.0472333
J081922.37+234450.18,124.8432083,23.7472722
J081932.59+380749.24,124.8857917,38.1303444
J081939.26+284644.74,124.9135833,28.7790944
J081946.56+460715.35,124.944,46.1209306
J081946.93+471612.90,124.9455417,47.27025
J081950.77+244716.28,124.9615417,24.7878556
J081953.88+040656.05,124.9745,4.1155694
J081956.25+054731.23,124.984375,5.7920083
J081958.64+262311.30,124.9943333,26.3864722
J082004.47+273449.65,125.018625,27.5804583
J082006.42+520143.84,125.02675,52.0288444
J082021.25+453203.70,125.0885417,45.5343611
J082038.11+365304.39,125.1587917,36.8845528
J082040.79+255419.36,125.1699583,25.9053778
J082041.53+492230.55,125.1730417,49.3751528
J082042.69+471918.62,125.177875,47.3218389
J082101.34+384150.03,125.2555833,38.6972306
J082105.82+353706.23,125.27425,35.6183972
J082110.43+354733.55,125.2934583,35.7926528
J082111.34+355753.35,125.29725,35.9648194
J082111.95+391533.70,125.2997917,39.2593611
J082115.48+412344.20,125.3145,41.3956111
J082122.17+464437.66,125.342375,46.7437944
J082126.80+242711.09,125.3616667,24.4530806
J082130.05+253357.48,125.3752083,25.5659667
J082150.25+415234.60,125.459375,41.8762778
J082151.31+425202.56,125.4637917,42.8673778
J082152.74+415144.89,125.46975,41.8624694
J082155.46+382238.81,125.4810833,38.3774472
J082201.90+042333.26,125.5079167,4.3925722
J082212.49+394238.67,125.5520417,39.7107417
J082213.57+041151.70,125.5565417,4.1976944
J082228.47+062626.17,125.618625,6.4406028
J082235.92+370604.91,125.6496667,37.1013639
J082238.11+320551.35,125.6587917,32.0975972
J082241.68+041940.26,125.6736667,4.32785
J082244.88+061119.54,125.687,6.1887611
J082247.02+065959.44,125.6959167,6.9998444
J082247.03+454502.06,125.6959583,45.7505722
J082252.21+382859.81,125.7175417,38.4832806
J082252.55+253330.22,125.7189583,25.5583944
J082253.27+033416.29,125.7219583,3.5711917
J082256.55+034832.54,125.735625,3.8090389
J082256.68+452909.39,125.7361667,45.4859417
J082257.63+042308.45,125.740125,4.3856806
J082258.58+274227.72,125.7440833,27.7077
J082258.90+041756.77,125.7454167,4.2991028
J082319.62+292733.46,125.83175,29.4592944
J082321.66+042220.90,125.84025,4.3724722
J082330.72+041758.22,125.878,4.2995056
J082337.89+041534.15,125.907875,4.2594861
J082347.59+303305.96,125.9482917,30.5516556
J082350.75+420759.52,125.9614583,42.1332
J082356.75+040904.96,125.9864583,4.1513778
J082411.58+375113.35,126.04825,37.8537083
J082413.09+290050.99,126.0545417,29.0141639
J082419.48+254028.02,126.0811667,25.67445
J082425.83+041451.65,126.107625,4.2476806
J082426.80+261014.62,126.1116667,26.1707278
J082431.55+371532.59,126.1314583,37.2590528
J082437.94+371523.79,126.1580833,37.2566083
J082439.73+321934.29,126.1655417,32.3261917
J082440.14+410305.60,126.16725,41.0515556
J082443.28+295923.47,126.1803333,29.9898528
J082444.90+465426.04,126.1870833,46.9072333
J082503.67+323009.63,126.2652917,32.502675
J082506.80+255402.81,126.2783333,25.9007806
J082509.35+421801.05,126.2889583,42.3002917
J082514.49+250058.02,126.310375,25.0161167
J082516.25+064604.31,126.3177083,6.7678639
J082519.66+391855.59,126.3319167,39.3154417
J082521.21+042551.46,126.338375,4.4309611
J082530.34+373001.01,126.3764167,37.5002806
J082546.89+493424.87,126.445375,49.573575
J082553.91+391109.62,126.474625,39.1860056
J082554.22+403725.77,126.4759167,40.623825
J082556.86+370655.21,126.4869167,37.1153361
J082600.57+405851.99,126.502375,40.9811083
J082618.05+275024.47,126.5752083,27.8401306
J082623.25+082525.57,126.596875,8.4237694
J082625.36+530457.95,126.6056667,53.0827639
J082633.01+405038.57,126.6375417,40.8440472
J082637.76+042334.61,126.6573333,4.3929472
J082647.47+362431.97,126.6977917,36.4088806
J082652.73+420045.52,126.7197083,42.0126444
J082654.61+072953.30,126.7275417,7.4981389
J082655.84+072501.13,126.7326667,7.4169806
J082656.14+040503.52,126.7339167,4.0843111
J082658.16+361042.37,126.7423333,36.1784361
J082708.18+274837.67,126.7840833,27.8104639
J082713.08+355310.74,126.8045,35.8863167
J082717.27+315423.06,126.8219583,31.9064056
J082718.33+374652.48,126.826375,37.7812444
J082726.78+412940.44,126.8615833,41.4945667
J082732.06+360843.52,126.8835833,36.1454222
J082750.78+080538.15,126.9615833,8.0939306
J082805.64+302707.72,127.0235,30.4521444
J082808.83+260541.93,127.0367917,26.0949806
J082811.27+080908.07,127.0469583,8.1522417
J082814.20+462802.24,127.0591667,46.4672889
J082822.13+302635.51,127.0922083,30.4431972
J082825.53+403750.05,127.106375,40.6305694
J082829.35+305003.83,127.1222917,30.8343972
J082831.43+262055.25,127.1309583,26.3486806
J082831.64+302552.74,127.1318333,30.4313167
J082834.50+301558.97,127.14375,30.2663806
J082840.34+385720.65,127.1680833,38.9557361
J082843.88+302416.32,127.1828333,30.4045333
J082846.76+403957.16,127.1948333,40.6658778
J082848.53+285513.78,127.2022083,28.9204944
J082852.15+423118.84,127.2172917,42.5219
J082854.32+343905.97,127.2263333,34.6516583
J082900.51+390113.53,127.252125,39.020425
J082905.55+254621.50,127.273125,25.7726389
J082907.16+520155.32,127.2798333,52.0320333
J082910.21+305756.44,127.2925417,30.9656778
J082926.07+302528.85,127.358625,30.4246806
J082927.34+301632.79,127.3639167,30.275775
J082930.00+314031.73,127.375,31.6754806
J082933.39+313954.95,127.389125,31.6652639
J082941.35+304116.70,127.4222917,30.6879722
J082942.42+062317.71,127.42675,6.3882528
J082952.53+303354.57,127.468875,30.5651583
J082953.73+373436.46,127.473875,37.5767944
J082956.26+515824.46,127.4844167,51.9734611
J082957.44+445624.49,127.4893333,44.9401361
J082959.06+304340.13,127.4960833,30.7278139
J083002.00+494110.14,127.5083333,49.68615
J083013.84+395318.46,127.5576667,39.8884611
J083018.39+510940.38,127.576625,51.1612167
J083021.32+354902.48,127.5888333,35.8173556
J083024.88+514212.54,127.6036667,51.7034833
J083032.71+425928.19,127.6362917,42.9911639
J083041.27+521802.68,127.6719583,52.3007444
J083051.58+492619.80,127.7149167,49.4388333
J083052.90+395047.68,127.7204167,39.8465778
J083059.17+395023.01,127.7465417,39.839725
J083101.79+452900.13,127.7574583,45.4833694
J083103.48+394919.72,127.7645,39.8221444
J083106.91+353903.54,127.7787917,35.6509833
J083111.87+404740.06,127.7994583,40.7944611
J083117.64+432747.73,127.8235,43.4632583
J083118.48+310945.69,127.827,31.1626917
J083119.30+353548.74,127.8304167,35.5968722
J083121.03+461314.59,127.837625,46.2207194
J083122.85+491338.49,127.8452083,49.2273583
J083123.65+445527.10,127.8485417,44.9241944
J083124.77+273448.01,127.8532083,27.5800028
J083125.79+405722.37,127.8574583,40.9562139
J083126.82+330403.15,127.86175,33.0675417
J083127.49+321926.84,127.8645417,32.3241222
J083127.79+425514.06,127.8657917,42.9205722
J083128.81+463729.10,127.8700417,46.62475
J083129.27+483734.09,127.8719583,48.6261361
J083142.35+485900.84,127.9264583,48.9835667
J083144.89+522116.51,127.9370417,52.3545861
J083147.13+302434.03,127.946375,30.4094528
J083201.34+414156.96,128.0055833,41.6991556
J083211.05+081709.69,128.0460417,8.286025
J083217.64+342031.56,128.0735,34.3421
J083218.49+294157.55,128.0770417,29.6993194
J083219.48+311126.90,128.0811667,31.1908056
J083224.37+331122.47,128.1015417,33.189575
J083229.41+441108.14,128.1225417,44.1855944
J083234.98+400600.41,128.14575,40.1001139
J083235.15+262618.73,128.1464583,26.4385361
J083240.95+291248.98,128.170625,29.2136056
J083242.78+522632.64,128.17825,52.4424
J083259.28+255927.39,128.247,25.9909417
J083300.20+260050.52,128.2508333,26.0140333
J083310.15+494005.65,128.2922917,49.6682361
J083310.31+315206.43,128.2929583,31.8684528
J083312.55+410541.39,128.3022917,41.0948306
J083314.88+400417.24,128.312,40.0714556
J083316.02+535123.68,128.31675,53.8565778
J083322.65+523156.40,128.344375,52.5323333
J083325.59+543332.97,128.356625,54.5591583
J083334.75+415558.88,128.3947917,41.9330222
J083336.24+081815.38,128.401,8.3042722
J083336.75+420831.51,128.403125,42.1420861
J083341.29+543257.86,128.4220417,54.5494056
J083341.97+412514.95,128.424875,41.4208194
J083343.18+384816.99,128.4299167,38.8047194
J083347.34+350002.20,128.44725,35.0006111
J083353.71+445255.78,128.4737917,44.8821611
J083356.66+265821.57,128.4860833,26.9726583
J083409.88+514921.42,128.5411667,51.8226167
J083414.09+301459.29,128.5587083,30.2498028
J083422.69+480517.63,128.5945417,48.0882306
J083432.71+535132.66,128.6362917,53.8590722
J083439.26+054526.15,128.6635833,5.7572639
J083439.89+382144.77,128.6662083,38.3624361
J083442.43+345346.25,128.6767917,34.8961806
J083445.03+524256.68,128.687625,52.7157444
J083446.47+411247.78,128.693625,41.2132722
J083449.14+260213.24,128.70475,26.0370111
J083455.11+412407.37,128.729625,41.4020472
J083504.23+524953.67,128.767625,52.831575
J083505.87+495051.53,128.7744583,49.8476472
J083505.98+374015.82,128.7749167,37.6710611
J083510.36+371557.43,128.7931667,37.2659528
J083511.98+051829.26,128.7999167,5.3081278
J083512.23+314215.26,128.8009583,31.7042389
J083516.37+442953.57,128.8182083,44.4982139
J083516.89+442335.11,128.820375,44.3930861
J083521.50+524734.26,128.8395833,52.79285
J083523.71+420909.63,128.8487917,42.152675
J083530.68+372238.17,128.8778333,37.3772694
J083533.05+303203.35,128.8877083,30.5342639
J083534.42+524720.23,128.8934167,52.7889528
J083535.56+543241.10,128.8981667,54.54475
J083535.92+394848.82,128.8996667,39.8135611
J083536.14+292636.53,128.9005833,29.4434806
J083539.68+332346.25,128.9153333,33.3961806
J083540.49+402245.15,128.9187083,40.3792083
J083546.67+470330.19,128.9444583,47.0583861
J083547.77+395407.80,128.9490417,39.9021667
J083548.04+383314.41,128.9501667,38.5540028
J083549.21+513500.22,128.9550417,51.5833944
J083601.50+301559.07,129.00625,30.2664083
J083603.57+542551.01,129.014875,54.4308361
J083605.66+444337.90,129.0235833,44.7271944
J083611.13+523107.69,129.046375,52.5188028
J083611.16+383205.08,129.0465,38.5347444
J083611.46+395016.37,129.04775,39.8378806
J083611.66+502508.63,129.0485833,50.4190639
J083623.03+432824.63,129.0959583,43.4735083
J083626.28+043914.63,129.1095,4.6540639
J083630.02+380836.26,129.1250833,38.1434056
J083631.34+512808.54,129.1305833,51.4690389
J083633.08+540229.52,129.1378333,54.0415333
J083638.24+505546.93,129.1593333,50.9297028
J083640.96+522646.61,129.1706667,52.4462806
J083642.60+412820.31,129.1775,41.4723083
J083644.82+472219.01,129.18675,47.3719472
J083648.42+524255.93,129.20175,52.7155361
J083650.12+441610.67,129.2088333,44.2696306
J083653.15+534223.24,129.2214583,53.7064556
J083657.78+034226.78,129.24075,3.7074389
J083700.42+281227.28,129.25175,28.2075778
J083708.43+450953.71,129.285125,45.1649194
J083717.48+345224.03,129.3228333,34.8733417
J083721.99+281254.28,129.341625,28.2150778
J083727.81+411852.62,129.365875,41.3146167
J083728.04+350948.93,129.3668333,35.1635917
J083733.34+334506.85,129.3889167,33.7519028
J083734.34+304915.00,129.3930833,30.8208333
J083741.99+355700.86,129.4249583,35.9502389
J083749.07+472103.26,129.4544583,47.3509056
J083751.46+263555.75,129.4644167,26.5988194
J083756.43+314729.58,129.485125,31.79155
J083805.47+041942.17,129.5227917,4.3283806
J083806.21+035003.83,129.525875,3.8343972
J083816.19+350522.73,129.5674583,35.0896472
J083816.71+314902.46,129.569625,31.81735
J083818.43+333441.32,129.5767917,33.5781444
J083820.14+325639.92,129.5839167,32.9444222
J083821.54+280854.72,129.58975,28.1485333
J083822.56+042121.54,129.594,4.3559833
J083823.09+283855.93,129.5962083,28.6488694
J083833.99+304755.25,129.641625,30.7986806
J083839.74+382008.15,129.6655833,38.3355972
J083842.22+081301.00,129.6759167,8.2169444
J083843.51+074823.74,129.6812917,7.8065944
J083843.94+402047.53,129.6830833,40.3465361
J083848.09+292211.55,129.700375,29.369875
J083853.18+530016.77,129.7215833,53.0046583
J083858.41+524800.00,129.743375,52.8
J083859.72+361316.41,129.7488333,36.221225
J083900.68+402046.02,129.7528333,40.3461167
J083909.27+450747.75,129.788625,45.1299306
J083913.53+405329.70,129.806375,40.8915833
J083915.34+530658.35,129.8139167,53.1162083
J083915.83+285038.77,129.8159583,28.8441028
J083925.97+514115.32,129.8582083,51.6875889
J083928.38+521503.82,129.86825,52.2510611
J083929.59+520513.69,129.8732917,52.0871361
J083939.21+034942.61,129.913375,3.8285028
J083940.38+554345.50,129.91825,55.7293056
J083944.06+525715.88,129.9335833,52.9544111
J083944.54+051339.58,129.9355833,5.2276611
J083958.43+394618.67,129.9934583,39.7718528
