SDSS_Obj,_RAJ2000,_DEJ2000
J114945.30+560729.23,177.43875,56.1247861
J114949.77-033103.64,177.457375,-3.5176778
J114950.93+472640.97,177.4622083,47.4447139
J114951.11+435632.08,177.4629583,43.9422444
J114952.68+121109.29,177.4695,12.1859139
J114953.29+054202.89,177.4720417,5.7008028
J114953.85+033640.38,177.474375,3.6112167
J115005.28+562851.83,177.522,56.4810639
J115005.84+502803.15,177.5243333,50.4675417
J115011.26+534321.01,177.5469167,53.7225028
J115012.44+043315.00,177.5518333,4.5541667
J115015.79+434406.51,177.5657917,43.7351417
J115019.53+534724.55,177.581375,53.7901528
J115020.53-024839.90,177.5855417,-2.8110833
J115023.87+593709.94,177.5994583,59.6194278
J115024.11+544003.59,177.6004583,54.6676639
J115028.16+044141.77,177.6173333,4.6949361
J115030.95+600743.39,177.6289583,60.1287194
J115031.12+503235.22,177.6296667,50.5431167
J115034.77+503144.63,177.644875,50.5290639
J115036.34-012434.53,177.6514167,-1.4095917
J115052.68+530400.26,177.7195,53.0667389
J115057.70+515711.75,177.7404167,51.9532639
J115109.39+435918.67,177.789125,43.9885194
J115110.67+435632.86,177.7944583,43.9424611
J115111.85+122438.83,177.799375,12.4107861
J115113.46+550659.44,177.8060833,55.1165111
J115115.54+562357.31,177.81475,56.3992528
J115116.69+475806.17,177.8195417,47.9683806
J115124.91+475449.95,177.8537917,47.913875
J115126.12+562426.95,177.8588333,56.4074861
J115130.12+465848.99,177.8755,46.980275
J115130.53+580422.45,177.8772083,58.0729028
J115133.06+050605.28,177.88775,5.1014667
J115135.06+084507.67,177.8960833,8.7521306
J115143.30+015928.61,177.9304167,1.9912806
J115146.37+432528.21,177.9432083,43.4245028
J115156.16-023832.71,177.984,-2.6424194
J115156.94+454400.49,177.98725,45.7334694
J115157.88+532845.85,177.9911667,53.4794028
J115200.10+465302.90,178.0004167,46.8841389
J115202.57+501643.83,178.0107083,50.2788417
J115212.42-024816.37,178.05175,-2.8045472
J115214.37+602041.23,178.059875,60.3447861
J115218.09+103552.48,178.075375,10.5979111
J115218.74+585657.42,178.0780833,58.9492833
J115221.31+541049.21,178.0887917,54.1803361
J115230.55+453937.17,178.1272917,45.660325
J115233.68+485655.79,178.1403333,48.9488306
J115234.51+485953.08,178.1437917,48.9980778
J115236.35+524619.37,178.1514583,52.7720472
J115236.37+131153.03,178.1515417,13.1980639
J115237.20+652633.30,178.155,65.4425833
J115237.57+032821.72,178.1565417,3.4727
J115243.44+014426.80,178.181,1.7407778
J115253.44+413624.81,178.2226667,41.6068917
J115258.31+611258.17,178.2429583,61.2161583
J115258.88+433510.96,178.2453333,43.5863778
J115300.84+452712.43,178.2535,45.4534528
J115301.95-021748.43,178.258125,-2.2967861
J115311.60+530814.29,178.2983333,53.1373028
J115317.34+435433.91,178.32225,43.9094194
J115326.46+633619.27,178.36025,63.6053528
J115329.00+435559.73,178.3708333,43.9332583
J115330.57+524122.25,178.377375,52.6895139
J115336.11+025003.98,178.4004583,2.8344389
J115339.96+432739.38,178.4165,43.4609389
J115340.16+532142.57,178.4173333,53.361825
J115346.36+102411.33,178.4431667,10.4031472
J115346.67+525413.58,178.4444583,52.9037722
J115353.99+131641.18,178.4749583,13.2781056
J115358.70+093737.95,178.4945833,9.6272083
J115359.26+121155.36,178.4969167,12.1987111
J115414.90+485458.75,178.5620833,48.9163194
J115423.50+653522.21,178.5979167,65.5895028
J115423.99+430509.85,178.5999583,43.0860694
J115429.41+425848.73,178.6225417,42.9802028
J115432.98+093240.35,178.6374167,9.5445417
J115435.62+431458.03,178.6484167,43.2494528
J115435.67+114951.15,178.648625,11.830875
J115451.29+025733.29,178.7137083,2.9592472
J115452.44+041611.84,178.7185,4.2699556
J115452.57+571808.20,178.7190417,57.3022778
J115453.71+502008.92,178.7237917,50.3358111
J115455.33+524610.68,178.7305417,52.7696333
J115457.87+484451.06,178.741125,48.7475167
J115458.05+043938.06,178.741875,4.6605722
J115458.71+582937.27,178.744625,58.4936861
J115501.81+495358.56,178.7575417,49.8996
J115502.25+111859.20,178.759375,11.3164444
J115508.95+104939.95,178.7872917,10.8277639
J115510.20+500919.53,178.7925,50.155425
J115513.33+043552.63,178.8055417,4.5979528
J115514.93+591908.52,178.8122083,59.3190333
J115515.55+552108.86,178.8147917,55.3524611
J115515.75+661602.66,178.815625,66.2674056
J115520.17+510735.13,178.8340417,51.126425
J115523.84+535358.57,178.8493333,53.8996028
J115529.75+494747.61,178.8739583,49.7965583
J115530.28+514826.77,178.8761667,51.8074361
J115530.48+115525.37,178.877,11.9237139
J115531.37+545200.60,178.8807083,54.8668333
J115531.65+545356.21,178.881875,54.8989472
J115535.27+130618.54,178.8969583,13.10515
J115536.21+504033.03,178.900875,50.6758417
J115538.34+430245.18,178.90975,43.0458833
J115538.83+582106.12,178.9117917,58.3517
J115540.98+643000.56,178.92075,64.5001556
J115543.20+085938.21,178.93,8.9939472
J115545.10+491742.61,178.9379167,49.2951694
J115545.14+445343.71,178.9380833,44.895475
J115547.39+094050.55,178.9474583,9.6807083
J115553.43+113123.82,178.972625,11.5232833
J115553.52+481706.00,178.973,48.285
J115554.89+435633.38,178.9787083,43.9426056
J115557.83+633936.91,178.9909583,63.6602528
J115601.40+671358.64,179.0058333,67.2329556
J115604.81+053110.18,179.0200417,5.5194944
J115607.56+531038.71,179.0315,53.1774194
J115610.51+061038.94,179.0437917,6.1774833
J115610.76+045943.34,179.0448333,4.9953722
J115613.11+050059.16,179.054625,5.0164333
J115613.87-034017.46,179.0577917,-3.6715167
J115615.10+045804.38,179.0629167,4.9678833
J115615.97+523048.54,179.0665417,52.5134833
J115625.07+681044.35,179.1044583,68.1789861
J115625.09+495155.02,179.1045417,49.8652833
J115626.07+034600.39,179.108625,3.766775
J115626.45+582734.72,179.1102083,58.4596444
J115627.24+602505.87,179.1135,60.4182972
J115632.70+463149.60,179.13625,46.5304444
J115632.86+425939.34,179.1369167,42.9942611
J115634.59+535827.51,179.144125,53.9743083
J115637.97+112350.32,179.1582083,11.3973111
J115644.24+620626.33,179.1843333,62.1073139
J115645.65+523025.67,179.1902083,52.5071306
J115647.34+112746.10,179.19725,11.4628056
J115649.31+124633.71,179.2054583,12.7760306
J115652.76+133643.25,179.2198333,13.6120139
J115654.46+513148.40,179.2269167,51.5301111
J115656.17+553036.51,179.2340417,55.5101417
J115656.71+621019.19,179.2362917,62.1719972
J115704.54+434937.56,179.2689167,43.8271
J115705.93+010732.14,179.2747083,1.1255944
J115708.43-031358.79,179.285125,-3.2329972
J115708.92+505730.70,179.2871667,50.9585278
J115723.03+002913.89,179.3459583,0.4871917
J115723.19+133518.30,179.346625,13.5884167
J115724.06+413729.12,179.35025,41.6247556
J115732.77+111211.48,179.3865417,11.2031889
J115733.91+611141.69,179.3912917,61.1949139
J115738.86+662435.26,179.4119167,66.4097944
J115742.60+420457.08,179.4275,42.0825222
J115742.89+573357.28,179.4287083,57.5659111
J115748.17+425241.76,179.4507083,42.8782667
J115755.78+434933.46,179.4824167,43.8259611
J115802.77+055444.12,179.5115417,5.9122556
J115815.45+501122.38,179.564375,50.18955
J115818.28-015731.66,179.5761667,-1.9587944
J115823.78-021638.53,179.5990833,-2.2773694
J115827.53+100117.39,179.6147083,10.0214972
J115844.30+600807.10,179.6845833,60.1353056
J115844.37-023843.95,179.684875,-2.6455417
J115847.65+525920.44,179.6985417,52.9890111
J115848.29+600324.91,179.7012083,60.0569194
J115856.32+015141.14,179.7346667,1.8614278
J115859.74+485846.55,179.7489167,48.9795972
J115905.67+582035.84,179.773625,58.3432889
J115908.81+455928.52,179.7867083,45.9912556
J115909.54+630321.92,179.78975,63.0560889
J115909.71+000006.69,179.7904583,0.0018583
J115914.99+423400.67,179.8124583,42.5668528
J115920.00+474241.50,179.8333333,47.7115278
J115924.61+012602.61,179.8525417,1.4340583
J115926.36+562413.52,179.8598333,56.4037556
J115927.03+630355.44,179.862625,63.0654
J115927.23-010918.48,179.8634583,-1.1551333
J115930.27+532056.00,179.876125,53.3488889
J115938.37-032239.43,179.909875,-3.3776194
J115948.64+102159.45,179.9526667,10.3665139
J115952.16+553205.78,179.9673333,55.5349389
J115956.25-003253.55,179.984375,-0.5482083
J115957.72+084709.50,179.9905,8.7859722
J115959.10+523756.52,179.99625,52.6323667
J120003.87+560643.49,180.016125,56.1120806
J120005.94+525125.16,180.02475,52.8569889
J120014.29+104148.27,180.0595417,10.6967417
J120015.93+524005.48,180.066375,52.6681889
J120018.00+001741.95,180.075,0.2949861
J120023.91+002926.39,180.099625,0.4906639
J120028.05+093656.26,180.116875,9.6156278
J120028.87-000724.86,180.1202917,-0.1235722
J120029.14+124555.69,180.1214167,12.7654694
J120030.67+094700.35,180.1277917,9.7834306
J120031.29+085149.50,180.130375,8.86375
J120031.40+042703.39,180.1308333,4.4509417
J120036.89+432734.00,180.1537083,43.4594444
J120046.41+103421.82,180.193375,10.5727278
J120054.72+561203.45,180.228,56.2009583
J120057.84+592306.71,180.241,59.3851972
J120104.99+000649.56,180.2707917,0.1137667
J120108.44+060702.42,180.2851667,6.1173389
J120108.91+472526.34,180.287125,47.4239833
J120113.92+094339.52,180.308,9.7276444
J120114.35-034041.10,180.3097917,-3.6780833
J120114.67+681357.34,180.311125,68.2325944
J120118.78+532827.00,180.32825,53.4741667
J120118.84+090954.75,180.3285,9.1652083
J120119.07+563412.96,180.3294583,56.5702667
J120120.28+023125.91,180.3345,2.5238639
J120125.32+103816.37,180.3555,10.6378806
J120129.24+111206.94,180.3718333,11.2019278
J120138.03+061245.13,180.4084583,6.2125361
J120138.29+015930.76,180.4095417,1.9918778
J120141.07+044611.43,180.421125,4.7698417
J120143.39+593218.33,180.4307917,59.538425
J120146.97+580711.67,180.4457083,58.1199083
J120150.73+093159.96,180.461375,9.5333222
J120155.64-010409.34,180.4818333,-1.0692611
J120205.41+013133.24,180.5225417,1.5259
J120213.33+590816.90,180.5555417,59.1380278
J120215.01+615142.98,180.5625417,61.8619389
J120215.08+130154.86,180.5628333,13.0319056
J120215.46+455244.59,180.5644167,45.8790528
J120217.61+044259.24,180.573375,4.7164556
J120223.07-031822.77,180.596125,-3.306325
J120223.84+085904.66,180.5993333,8.9846278
J120225.28+122015.81,180.6053333,12.337725
J120225.95+502732.94,180.608125,50.45915
J120227.14+085548.25,180.6130833,8.9300694
J120240.26+500734.07,180.66775,50.1261306
J120242.03+562238.50,180.675125,56.3773611
J120245.20+584855.17,180.6883333,58.815325
J120247.12-020920.37,180.6963333,-2.1556583
J120250.67+483810.37,180.711125,48.6362139
J120254.69+053645.45,180.727875,5.612625
J120255.60+041402.57,180.7316667,4.2340472
J120257.80+045045.07,180.7408333,4.8458528
J120301.00-001728.21,180.7541667,-0.2911694
J120303.49+603119.60,180.7645417,60.5221111
J120306.27+464140.51,180.776125,46.6945861
J120308.03+110920.31,180.7834583,11.1556417
J120309.38+541321.53,180.7890833,54.2226472
J120311.96+545050.14,180.7998333,54.8472611
J120313.82+575326.37,180.8075833,57.8906583
J120314.37+620645.67,180.809875,62.1126861
J120314.48+543250.06,180.8103333,54.5472389
J120318.92+104754.32,180.8288333,10.7984222
J120324.77+472150.09,180.8532083,47.3639139
J120326.44+545207.28,180.8601667,54.8686889
J120328.35+514256.38,180.868125,51.7156611
J120328.74+015835.13,180.86975,1.976425
J120332.94+022934.50,180.88725,2.4929167
J120334.41+595221.29,180.893375,59.8725806
J120334.86+603153.28,180.89525,60.5314667
J120337.62+020248.91,180.90675,2.0469194
J120339.67+480144.92,180.9152917,48.0291444
J120344.64+014142.21,180.936,1.6950583
J120351.08-034234.56,180.9628333,-3.7096
J120351.45+452133.53,180.964375,45.3593139
J120354.22+015328.52,180.9759167,1.8912556
J120359.53+091259.29,180.9980417,9.2164694
J120400.14+490645.71,181.0005833,49.1126972
J120400.21+650549.93,181.000875,65.0972028
J120402.81+112832.31,181.0117083,11.4756417
J120403.34+551218.00,181.0139167,55.205
J120406.38+022441.55,181.0265833,2.4115417
J120408.79+413241.22,181.036625,41.5447833
J120408.82+132116.99,181.03675,13.3547194
J120412.55+434053.15,181.0522917,43.6814306
J120414.20+500821.40,181.0591667,50.1392778
J120415.76+092348.84,181.0656667,9.3969
J120417.35+035222.53,181.0722917,3.872925
J120418.99+015054.20,181.079125,1.8483889
J120419.99+013403.24,181.0832917,1.5675667
J120420.47+022530.12,181.0852917,2.4250333
J120421.37+091202.65,181.0890417,9.2007361
J120424.72+423342.62,181.103,42.5618389
J120427.06+015345.46,181.11275,1.8959611
J120428.27+085332.49,181.1177917,8.8923583
J120428.97+015338.71,181.1207083,1.8940861
J120431.44+131801.59,181.131,13.3004417
J120432.46+535630.31,181.13525,53.9417528
J120434.06+014417.55,181.1419167,1.7382083
J120438.05+014715.77,181.1585417,1.7877139
J120438.58+110300.41,181.16075,11.0501139
J120443.45-033304.95,181.1810417,-3.551375
J120444.72+104642.04,181.1863333,10.7783444
J120446.20+491111.99,181.1925,49.1866639
J120447.35+483411.50,181.1972917,48.5698611
J120450.81-022616.87,181.2117083,-2.4380194
J120452.03+455018.78,181.2167917,45.83855
J120452.94+541354.56,181.2205833,54.2318222
J120455.68-031158.23,181.232,-3.1995083
J120456.00+465900.21,181.2333333,46.9833917
J120456.49+431938.28,181.235375,43.3273
J120457.72+490320.05,181.2405,49.0555694
J120505.57+110341.70,181.2732083,11.0615833
J120511.45+104014.20,181.2977083,10.6706111
J120513.01+424413.44,181.3042083,42.7370667
J120514.05+103647.60,181.3085417,10.6132222
J120514.44+564546.73,181.3101667,56.7629806
J120515.56+431008.53,181.3148333,43.1690361
J120517.98+021722.29,181.3249167,2.289525
J120521.55+020510.71,181.3397917,2.0863083
J120523.22+102246.19,181.34675,10.3794972
J120523.26+643029.89,181.3469167,64.5083028
J120527.48+104204.41,181.3645,10.701225
J120528.81+464647.06,181.3700417,46.7797389
J120534.21+615521.79,181.3925417,61.9227194
J120536.37+085916.11,181.4015417,8.9878083
J120540.72+013430.16,181.4196667,1.5750444
J120545.96+483518.76,181.4415,48.5885444
J120556.02+495956.59,181.4834167,49.9990528
J120559.45+022953.66,181.4977083,2.4982389
J120600.15+432536.77,181.500625,43.4268806
J120609.23+505110.10,181.5384583,50.8528056
J120611.89+494524.73,181.5495417,49.7568694
J120613.46+452001.33,181.5560833,45.3337028
J120614.19+130044.48,181.559125,13.0123556
J120617.04+633819.33,181.571,63.6387028
J120618.78+575933.67,181.57825,57.9926861
J120619.12+105410.29,181.5796667,10.9028583
J120621.20+112619.94,181.5883333,11.4388722
J120630.13+101751.22,181.6255417,10.2975611
J120631.57+013659.86,181.6315417,1.6166278
J120636.05+582311.06,181.6502083,58.3864056
J120639.38+011703.28,181.6640833,1.2842444
J120641.87+520920.69,181.6744583,52.1557472
J120643.61+563235.31,181.6817083,56.5431417
J120644.50+582727.76,181.6854167,58.4577111
J120645.20+484451.99,181.6883333,48.747775
J120647.22+011709.82,181.69675,1.2860611
J120657.27+101702.14,181.738625,10.2839278
J120659.96+622617.05,181.7498333,62.4380694
J120702.25+584959.52,181.759375,58.8332
J120706.91+565523.39,181.7787917,56.9231639
J120709.22+534017.49,181.7884167,53.671525
J120710.24+131451.07,181.7926667,13.2475194
J120712.64+600149.49,181.8026667,60.0304139
J120713.72+625753.88,181.8071667,62.9649667
J120713.94+471148.73,181.8080833,47.1968694
J120715.64+632134.42,181.8151667,63.3595611
J120721.76+523524.68,181.8406667,52.5901889
J120724.79-000929.94,181.8532917,-0.1583167
J120730.13+563035.16,181.8755417,56.5097667
J120733.36+640101.13,181.889,64.0169806
J120734.79+602602.59,181.8949583,60.4340528
J120738.08+013427.16,181.9086667,1.5742111
J120741.91+120255.09,181.924625,12.0486361
J120748.53+540220.20,181.9522083,54.0389444
J120750.93+423418.74,181.9622083,42.5718722
J120757.54+094647.57,181.98975,9.7798806
J120759.99+012345.32,181.9999583,1.3959222
J120803.08+111418.49,182.0128333,11.2384694
J120803.95+004151.39,182.0164583,0.6976083
J120806.61+522021.22,182.0275417,52.3392278
J120817.90+594137.68,182.0745833,59.6938
J120818.53+121728.76,182.0772083,12.2913222
J120819.92+121712.04,182.083,12.2866778
J120822.06+591851.76,182.0919167,59.3143778
J120823.51+000636.95,182.0979583,0.1102639
J120825.58+100100.01,182.1065833,10.0166694
J120830.52+555922.21,182.1271667,55.9895028
J120831.30+000811.39,182.1304167,0.1364972
J120831.53+603013.92,182.131375,60.5038667
J120836.21+624108.85,182.150875,62.6857917
J120844.22-003227.05,182.18425,-0.5408472
J120847.24+520003.00,182.1968333,52.0008333
J120849.91+421455.32,182.2079583,42.2487
J120855.38+563315.02,182.23075,56.5541722
J120858.23-022411.66,182.242625,-2.4032389
J120859.53+051119.51,182.2480417,5.1887528
J120903.95+120316.03,182.2664583,12.0544528
J120905.74+411903.92,182.2739167,41.3177556
J120907.72+624012.18,182.2821667,62.67005
J120908.80+440011.49,182.2866667,44.0031917
J120910.36+473135.44,182.2931667,47.5265111
J120911.48+024332.09,182.2978333,2.7255806
J120914.71+673825.57,182.3112917,67.6404361
J120915.32+413639.71,182.3138333,41.6110306
J120916.23+053532.80,182.317625,5.5924444
J120918.53+112548.75,182.3272083,11.4302083
J120923.61+620956.21,182.348375,62.1656139
J120925.27+415521.39,182.3552917,41.9226083
J120925.93+603111.44,182.3580417,60.5198444
J120926.10+441137.89,182.35875,44.1938583
J120928.64+003159.79,182.3693333,0.533275
J120929.53+531932.40,182.3730417,53.3256667
J120935.22-005444.89,182.39675,-0.9124694
J120937.28+130740.77,182.4053333,13.1279917
J120937.50+421907.96,182.40625,42.3188778
J120940.88+011022.23,182.4203333,1.1728417
J120945.27+563125.15,182.438625,56.5236528
J120948.75+471005.38,182.453125,47.1681611
J120950.26+540006.52,182.4594167,54.0018111
J120951.05+592653.06,182.4627083,59.4480722
J120952.63+564441.66,182.4692917,56.7449056
J120953.08-000057.64,182.4711667,-0.0160111
J120953.86+005542.67,182.4744167,0.9285194
J120955.91+583640.14,182.4829583,58.61115
J120956.71+470545.64,182.4862917,47.0960111
J120958.77+580337.09,182.494875,58.0603028
J121002.21+052116.02,182.5092083,5.35445
J121004.79+421720.99,182.5199583,42.2891639
J121005.35+432633.89,182.5222917,43.4427472
J121007.86+475853.38,182.53275,47.9814944
J121008.66+573336.36,182.5360833,57.5601
J121010.76+491709.97,182.5448333,49.2861028
J121011.93+121932.35,182.5497083,12.3256528
J121016.23-015934.89,182.567625,-1.993025
J121017.86-003104.42,182.5744167,-0.5178944
J121032.82+581815.12,182.63675,58.3042
J121033.17+432608.78,182.6382083,43.4357722
J121035.57-001017.38,182.6482083,-0.1714944
J121049.28+443045.33,182.7053333,44.5125917
J121053.56+665526.89,182.7231667,66.9241361
J121058.75+431457.81,182.7447917,43.2493917
J121104.06+005820.28,182.7669167,0.9723
J121110.69+572819.28,182.7945417,57.4720222
J121110.83+021519.91,182.795125,2.2555306
J121120.35+104344.43,182.8347917,10.7290083
J121121.15+443149.05,182.838125,44.5302917
J121125.16+584531.96,182.8548333,58.7588778
J121131.37+515148.83,182.8807083,51.8635639
J121133.45+574415.10,182.889375,57.7375278
J121134.95+092106.96,182.895625,9.3519333
J121147.61+120837.35,182.948375,12.1437083
J121150.97+132332.11,182.962375,13.3922528
J121155.73+552937.36,182.9822083,55.4937111
J121156.93+611954.07,182.9872083,61.3316861
J121159.45+012100.13,182.9977083,1.3500361
J121203.28+470611.17,183.0136667,47.1031028
J121203.80+612926.35,183.0158333,61.4906528
J121205.45+131220.27,183.0227083,13.2056306
J121210.05+454035.41,183.041875,45.6765028
J121214.89+561039.38,183.0620417,56.1776056
J121215.09+561023.92,183.062875,56.1733111
J121216.63+443112.61,183.0692917,44.5201694
J121220.48+095911.15,183.0853333,9.9864306
J121221.40+680713.15,183.0891667,68.1203194
J121222.64+084636.13,183.0943333,8.7767028
J121232.60+112110.14,183.1358333,11.3528167
J121236.51+453730.69,183.152125,45.6251917
J121238.39+100147.45,183.1599583,10.0298472
J121239.25-024316.51,183.1635417,-2.7212528
J121241.55+113314.63,183.173125,11.5540639
J121243.02+615815.29,183.17925,61.9709139
J121248.98+525412.08,183.2040833,52.9033556
J121249.63+654854.54,183.2067917,65.81515
J121249.93+464623.00,183.2080417,46.7730556
J121252.88+530239.74,183.2203333,53.0443722
J121307.87+125505.60,183.2827917,12.9182222
J121318.39+473826.10,183.326625,47.6405833
J121319.98+505902.85,183.33325,50.984125
J121329.27+504429.71,183.3719583,50.7415861
J121343.30+475700.21,183.4304167,47.9500583
J121349.79+122125.29,183.4574583,12.357025
J121353.88+564129.71,183.4745,56.6915861
J121354.55+555502.00,183.4772917,55.9172222
J121402.65+445447.90,183.5110417,44.9133056
J121403.95-000410.75,183.5164583,-0.0696528
J121407.71+102919.14,183.532125,10.48865
J121411.31-004953.68,183.547125,-0.8315778
J121418.07+593655.96,183.5752917,59.6155444
J121418.95+433206.99,183.5789583,43.535275
J121419.50+511810.02,183.58125,51.3027833
J121423.21+094021.44,183.5967083,9.6726222
J121425.94+420348.06,183.6080833,42.06335
J121429.22+004948.39,183.62175,0.8301083
J121431.91+042606.25,183.6329583,4.4350694
J121439.53+052803.94,183.6647083,5.4677611
J121440.25-022654.21,183.6677083,-2.4483917
J121442.49+125924.76,183.6770417,12.9902111
J121445.44+004436.70,183.6893333,0.7435278
J121445.77+131935.07,183.6907083,13.3264083
J121446.48+521903.34,183.6936667,52.3175944
J121448.62+595422.59,183.7025833,59.906275
J121451.23-032922.22,183.7134583,-3.4895056
J121452.41+591953.50,183.718375,59.3315278
J121502.08+123249.59,183.7586667,12.5471083
J121509.90+504107.36,183.79125,50.6853778
J121511.56-032628.15,183.7981667,-3.4411528
J121512.90+043353.33,183.80375,4.5648139
J121513.23+131104.28,183.805125,13.1845222
J121515.29+623425.04,183.8137083,62.5736222
J121516.18+125146.70,183.8174167,12.8629722
J121518.01-032545.84,183.8250417,-3.4294
J121519.32+595803.34,183.8305,59.9675944
J121520.36+494231.95,183.8348333,49.708875
J121527.58-022546.44,183.8649167,-2.4295667
J121528.04+010102.05,183.8668333,1.0172361
J121552.78+595451.91,183.9699167,59.9144194
J121554.21+542832.72,183.975875,54.4757556
J121555.46+544232.15,183.9810833,54.7089306
J121557.74+031821.22,183.9905833,3.3058944
J121559.63+651309.58,183.9984583,65.2193278
J121600.04+124114.30,184.0001667,12.6873056
J121601.13+593028.41,184.0047083,59.5078917
J121602.20+122953.21,184.0091667,12.4981139
J121603.01+544252.71,184.0125417,54.7146417
J121604.48+011049.53,184.0186667,1.180425
J121605.95-031817.42,184.0247917,-3.3048389
J121606.75+443856.34,184.028125,44.6489833
J121607.08+504930.48,184.0295,50.8251333
J121608.52-033412.51,184.0355,-3.5701417
J121609.12+552700.78,184.038,55.4502167
J121613.81+595842.11,184.0575417,59.9783639
J121614.40+462050.96,184.06,46.3474889
J121616.27+471815.53,184.0677917,47.3043139
J121616.44+602853.92,184.0685,60.4816444
J121618.75+094449.26,184.078125,9.7470167
J121621.44+104815.68,184.0893333,10.8043556
J121624.85+500137.71,184.1035417,50.0271417
J121627.36+575238.09,184.114,57.8772472
J121634.82+602153.65,184.1450833,60.3649028
J121636.50-005721.41,184.1520833,-0.9559472
J121638.85+465023.04,184.161875,46.8397333
J121646.54+444015.84,184.1939167,44.6710667
J121648.86+472726.64,184.2035833,47.4574
J121648.94+490154.72,184.2039167,49.0318667
J121649.02+472619.74,184.20425,47.4388167
J121649.10-004430.47,184.2045833,-0.7417972
J121655.78+632435.86,184.2324167,63.4099611
J121655.86+440632.99,184.23275,44.1091639
J121659.70+095537.01,184.24875,9.9269472
J121701.20+490145.68,184.255,49.0293556
J121705.16+425652.57,184.2715,42.9479361
J121711.65+600614.26,184.2985417,60.1039611
J121716.54+124742.82,184.3189167,12.7952278
J121720.25+463807.02,184.334375,46.6352833
J121721.38+023446.77,184.3390833,2.5796583
J121725.85+463400.88,184.3577083,46.5669111
J121727.71+461621.30,184.3654583,46.2725833
J121728.66+464939.04,184.3694167,46.8275111
J121741.12+033921.02,184.4213333,3.6558389
J121742.69+132247.70,184.427875,13.3799167
J121744.10+131015.71,184.43375,13.1710306
J121748.70+542605.91,184.4529167,54.434975
J121752.89-003926.02,184.470375,-0.6572278
J121754.06+490208.52,184.47525,49.0357
J121755.81+055211.20,184.4825417,5.8697778
J121802.23+502713.74,184.5092917,50.4538167
J121804.24+033316.94,184.5176667,3.5547056
J121806.87+105346.47,184.528625,10.8962417
J121808.55-010350.82,184.535625,-1.0641167
J121809.51+105654.68,184.539625,10.9485222
J121810.49+442401.72,184.5437083,44.4004778
J121812.86+441023.75,184.5535833,44.1732639
J121814.64+102114.51,184.561,10.3540306
J121820.37+513534.50,184.584875,51.5929167
J121821.40+594353.56,184.5891667,59.7315444
J121826.03+551803.65,184.6084583,55.3010139
J121835.23+115213.39,184.6467917,11.8703861
J121837.76+484308.93,184.6573333,48.7191472
J121840.18+485245.79,184.6674167,48.8793861
J121840.23-001523.30,184.667625,-0.2564722
J121844.33+444652.24,184.6847083,44.7811778
J121845.62+115334.36,184.6900833,11.8928778
J121850.41+125351.06,184.7100417,12.8975167
J121853.42+030051.48,184.7225833,3.0143
J121853.54+025932.19,184.7230833,2.992275
J121853.67+125445.63,184.723625,12.912675
J121853.94+100010.19,184.72475,10.0028306
J121857.25+433644.20,184.7385417,43.6122778
J121857.36+061103.74,184.739,6.1843722
J121857.48+422536.19,184.7395,42.4267194
J121858.26+051516.24,184.74275,5.2545111
J121859.64+511642.63,184.7485,51.2785083
J121901.38+670842.53,184.75575,67.1451472
J121909.60+114235.98,184.79,11.7099944
J121912.22+492117.02,184.8009167,49.3547278
J121912.90+423158.49,184.80375,42.5329139
J121915.94+051613.32,184.8164167,5.2703667
J121917.19+120058.24,184.821625,12.0161778
J121918.66+120105.43,184.82775,12.018175
J121925.22+003751.42,184.8550833,0.63095
J121929.41+102025.44,184.8725417,10.3404
J121932.31+050430.56,184.884625,5.0751556
J121932.60+564411.90,184.8858333,56.7366389
J121933.04+562501.35,184.8876667,56.4170417
J121936.84+052352.13,184.9035,5.3978139
J121939.87+035437.80,184.916125,3.9105
J121943.25+530334.03,184.9302083,53.0594528
J121947.91+122518.96,184.949625,12.4219333
J121948.27-005231.61,184.951125,-0.8754472
J121952.92+085615.28,184.9705,8.9375778
J121953.87+415044.93,184.9744583,41.8458139
J122000.89+560704.42,185.0037083,56.1178944
J122006.48+100429.26,185.027,10.0747944
J122020.23+413646.33,185.0842917,41.6128694
J122021.41+422028.97,185.0892083,42.3413806
J122026.55+092527.30,185.110625,9.42425
J122030.17+112027.33,185.1257083,11.340925
J122033.11+553544.71,185.1379583,55.5957528
J122033.35+095112.26,185.1389583,9.8534056
J122035.29+505805.97,185.1470417,50.968325
J122035.61+521527.67,185.148375,52.2576861
J122040.56+461519.62,185.169,46.25545
J122043.02+542742.99,185.17925,54.4619417
J122044.55+523617.97,185.185625,52.6049917
J122054.60+615934.72,185.2275,61.9929778
J122054.67+110942.50,185.2277917,11.1618056
J122100.73+605508.28,185.2530417,60.9189667
J122104.98+113752.32,185.27075,11.6312
J122107.97+515347.37,185.2832083,51.8964917
J122108.17-030240.72,185.2840417,-3.0446444
J122112.82+550912.39,185.3034167,55.1534417
J122119.69+544923.50,185.3320417,54.8231944
J122123.26+095053.00,185.3469167,9.8480556
J122131.17+531119.02,185.379875,53.1886167
J122131.69-005109.76,185.3820417,-0.8527111
J122137.50+582948.24,185.40625,58.4967333
J122141.53+554714.10,185.4230417,55.78725
J122154.17+494212.54,185.4757083,49.7034833
J122157.31+421846.10,185.4887917,42.3128056
J122159.08+525542.02,185.4961667,52.9283389
J122202.41+103714.92,185.5100417,10.6208111
J122203.43-023700.23,185.5142917,-2.6167306
