rec,_RAJ2000,_DEJ2000
3236,231.0645833,19.88775
3244,231.4435,48.4911667
3257,231.8124583,0.3635833
3261,231.9590833,17.0256111
3263,232.0491667,2.5300833
3267,232.197,25.7478056
3268,232.2289583,7.7452778
3272,232.3860833,3.0531389
3274,232.4127917,2.7530556
3277,232.4375833,42.9186667
3281,232.6220833,43.9419167
3291,232.9119583,35.2804722
3300,233.1582083,5.7679444
3303,233.292625,54.2289167
3307,233.3425833,10.5891389
3308,233.4489167,5.2913889
3309,233.4655417,11.0107222
3311,233.5441667,7.0937222
3316,233.6350417,21.2981389
3317,233.636375,54.9932778
3323,233.7753333,35.3428889
3327,234.0804167,49.5745278
3328,234.1157083,22.5005
3329,234.1355417,25.1379444
3335,234.6604167,36.9583611
3338,234.8505833,48.1437222
3341,235.023875,1.9336389
3345,235.093125,7.2832222
3346,235.139375,17.1279722
3348,235.293875,21.7616111
3351,235.4415417,48.5483056
3355,235.581875,23.8076389
3356,235.6429167,2.0143611
3366,236.05775,18.8115556
3367,236.0612917,22.2091944
3370,236.1764583,11.4922778
3372,236.2377083,42.3309167
3375,236.4388333,35.6599444
